List of Scrips blocked for Intraday trading,
SYMBOL,Last Updated
EIHOTEL,2018-02-01
EIMCOELECO,2018-02-01
EKC,2018-02-01
ELDERPHARM,2018-02-01
ELECTHERM,2018-02-01
EMAMIINFRA,2018-02-01
EMCO,2018-02-01
EMKAY,2018-02-01
EMMBI,2018-02-01
ENERGYDEV,2018-02-01
EON,2018-02-01
EROSMEDIA,2018-02-01
ESABINDIA,2018-02-01
ESL,2018-02-01
ESSARSHPNG,2018-02-01
ESTER,2018-02-01
EUROCERA,2018-02-01
EUROTEXIND,2018-02-01
EVERESTIND,2018-02-01
EVERONN,2018-02-01
EXCEL,2018-02-01
EXCELINDUS,2018-02-01
FACT,2018-02-01
FAIRCHEM,2018-02-01
FARMAXIND,2018-02-01
FCL,2018-02-01
FEDDERELEC,2018-02-01
FILATEX,2018-02-01
FLEXITUFF,2018-02-01
FMGOETZE,2018-02-01
FMNL,2018-02-01
FOSECOIND,2018-02-01
FRETAIL,2020-09-04
GAL,2018-02-01
GALLANTT,2018-02-01
GALLISPAT,2018-02-01
GAMMNINFRA,2018-02-01
GAMMONIND,2018-02-01
GEECEE,2018-02-01
GEMINI,2018-02-01
GENESYS,2018-02-01
GENUSPAPER,2018-02-01
GET&D,2018-02-01
GHCL,2018-02-01
GILLANDERS,2018-02-01
GINNIFILA,2018-02-01
GITANJALI,2018-02-01
GKWLIMITED,2018-02-01
GLOBALVECT,2018-02-01
GLOBOFFS,2018-02-01
GLOBUSSPR,2018-02-01
GMBREW,2018-02-01
GMBREW,2018-02-01
GOACARBON,2018-02-01
GOKEX,2018-02-01
GOKUL,2018-02-01
GOKULAGRO,2018-02-01
GOLDENTOBC,2018-02-01
GOLDIAM,2018-02-01
GOLDINFRA,2018-02-01
GOLDTECH,2018-02-01
GPIL,2018-02-01
GPTINFRA,2018-02-01
GRAPHITE,2018-02-01
GRAVITA,2018-02-01
GREENPOWER,2018-02-01
GROBTEA,2018-02-01
GSS,2018-02-01
GTLINFRA,2018-02-01
GTNIND,2018-02-01
GTNTEX,2018-02-01
GTOFFSHORE,2018-02-01
GUFICBIO,2018-02-01
GUJAPOLLO,2018-02-01
GUJNRECOKE,2018-02-01
GUJNREDVR,2018-02-01
GVKPIL,2018-02-01
HANUNG,2018-02-01
HARITASEAT,2018-02-01
HARRMALAYA,2018-02-01
HATHWAY,2018-02-01
HATSUN,2018-02-01
HBLPOWER,2018-02-01
HBSTOCK,2018-02-01
HCL-INSYS,2018-02-01
HEG,2018-02-01
HELIOSMATH,2018-02-01
HESTERBIO,2018-02-01
HEXATRADEX,2018-02-01
HFCL,2018-02-01
HIGHGROUND,2018-02-01
HIGHGROUND,2018-02-01
HILTON,2018-02-01
HINDCOPPER,2018-02-01
HINDDORROL,2018-02-01
HINDNATGLS,2018-02-01
HIRECT,2018-02-01
HISARMETAL,2018-02-01
HITECHGEAR,2018-02-01
HMT,2018-02-01
HOVS,2018-02-01
HUBTOWN,2018-02-01
IBVENTURES,2018-02-01
ICSA,2018-02-01
IGARASHI,2018-02-01
IITL,2018-02-01
IL&FSENGG,2018-02-01
IMFA,2018-02-01
IMPEXFERRO,2018-02-01
INDBANK,2018-02-01
INDIAGLYCO,2018-02-01
INDIANHUME,2018-02-01
INDLMETER,2018-02-01
INDNIPPON,2018-02-01
INDORAMA,2018-02-01
INDOSOLAR,2018-02-01
INDOTECH,2018-02-01
INDOTHAI,2018-02-01
INDOWIND,2018-02-01
INDSWFTLTD,2018-02-01
INFINITE,2018-02-01
INFOMEDIA,2018-02-01
INTENTECH,2018-02-01
INTENTECH,2018-02-01
IOLCP,2018-02-01
IRCTC,2020-03-27
ISMTLTD,2018-02-01
ITDC,2018-02-01
ITDCEM,2018-02-01
ITI,2018-02-01
IVC,2018-02-01
IVP,2018-02-01
IVRCLINFRA,2018-02-01
IZMO,2018-02-01
JAIBALAJI,2018-02-01
JAICORPLTD,2018-02-01
JAIHINDPRO,2018-02-01
JAYAGROGN,2018-02-01
JAYBARMARU,2018-02-01
JBFIND,2018-02-01
JBMA,2018-02-01
JCHAC,2018-02-01
JENSONICOL,2018-02-01
JETAIRWAYS,2019-06-18
JHS,2018-02-01
JIKIND,2018-02-01
JINDALPHOT,2018-02-01
JINDCOT,2018-02-01
JINDRILL,2018-02-01
JINDWORLD,2018-02-01
JMA,2018-02-01
JMFINANCIL,2018-02-01
JMTAUTOLTD,2018-02-01
JPINFRATEC,2018-02-01
JPOLYINVST,2018-02-01
JPPOWER,2018-02-01
JUBLINDS,2018-02-01
JVLAGRO,2018-02-01
JYOTISTRUC,2018-02-01
KAJARIACER,2019-01-28
KABRAEXTRU,2018-02-01
KAKATCEM,2018-02-01
KAMATHOTEL,2018-02-01
KANANIIND,2018-02-01
KANORICHEM,2018-02-01
KARMAENG,2018-02-01
KAUSHALYA,2018-02-01
KAVVERITEL,2018-02-01
KCPSUGIND,2018-02-01
KDDL,2018-02-01
KECL,2018-02-01
KELLTONTEC,2018-02-01
KEMROCK,2018-02-01
KESARENT,2018-02-01
KEYCORPSER,2018-02-01
KGL,2018-02-01
KHAITANELE,2018-02-01
KHAITANLTD,2018-02-01
KHANDSE,2018-02-01
KILITCH,2018-02-01
KINETICENG,2018-02-01
KINGFA,2018-02-01
KIOCL,2018-02-01
KIRIINDUS,2018-02-01
KIRLOSIND,2018-02-01
KITEX,2018-02-01
KMSUGAR,2018-02-01
KOHINOOR,2018-02-01
KOKUYOCMLN,2018-02-01
KOLTEPATIL,2018-02-01
KOTHARIPET,2018-02-01
KOTHARIPRO,2018-02-01
KRIDHANINF,2018-02-01
KSERASERA,2018-02-01
KSK,2018-02-01
KTIL,2018-02-01
LAKPRE,2018-02-01
LAKSHMIEFL,2018-02-01
LAMBODHARA,2018-02-01
LCCINFOTEC,2018-02-01
LIBERTSHOE,2018-02-01
LINCOLN,2018-02-01
LITL,2018-02-01
LML,2018-02-01
LOKESHMACH,2018-02-01
LOTUSEYE,2018-02-01
LPDC,2018-02-01
LTI,2020-09-18
LTTS,2018-02-01
LUMAXAUTO,2018-02-01
LUXIND,2018-02-01
LYCOS,2018-02-01
LYKALABS,2018-02-01
LYPSAGEMS,2018-02-01
MAANALU,2018-02-01
MADHAV,2018-02-01
MADHUCON,2018-02-01
MADRASFERT,2018-02-01
MAGNUM,2018-02-01
MAHASTEEL,2018-02-01
MAHSEAMLES,2018-02-01
MAITHANALL,2018-02-01
MALUPAPER,2018-02-01
MANAKALUCO,2018-02-01
MANAKCOAT,2018-02-01
MANDHANA,2018-02-01
MANGTIMBER,2018-02-01
MANINDS,2018-02-01
MANUGRAPH,2018-02-01
MARALOVER,2018-02-01
MARATHON,2018-02-01
MASTEK,2018-02-01
MAWANASUG,2018-02-01
MAZDA,2018-02-01
MBECL,2018-02-01
MBLINFRA,2018-02-01
MCDHOLDING,2018-02-01
MEGASOFT,2018-02-01
MENONBE,2018-02-01
METALFORGE,2018-02-01
MIC,2018-02-01
MINDACORP,2018-02-01
MIRCELECTR,2018-02-01
MMTC,2018-02-01
MODIRUBBER,2018-02-01
MOHITIND,2018-02-01
MOLDTECH,2018-02-01
MONNETISPA,2018-02-01
MOREPENLAB,2018-02-01
MOSERBAER,2018-02-01
MOTOGENFIN,2018-02-01
MRO-TEK,2018-02-01
MSPL,2018-02-01
MTEDUCARE,2018-02-01
MTNL,2018-02-01
MUKTAARTS,2018-02-01
MUNJALAU,2018-02-01
MURUDCERA,2018-02-01
MUTHOOTCAP,2018-02-01
MVL,2018-02-01
MYSOREBANK,2018-02-01
NACLIND,2018-02-01
NAGAFERT,2018-02-01
NAGREEKCAP,2018-02-01
NAGREEKEXP,2018-02-01
NAHARCAP,2018-02-01
NAHARINDUS,2018-02-01
NAHARPOLY,2018-02-01
NAKODA,2018-02-01
NATCOPHARM,2018-02-01
NATHBIOGEN,2018-02-01
NATNLSTEEL,2018-02-01
NAVINFLUOR,2018-02-01
NAVNETEDUL,2018-02-01
NBIFIN,2018-02-01
NDTV,2018-02-01
NELCAST,2018-02-01
NELCO,2018-02-01
NEULANDLAB,2018-02-01
NEXTMEDIA,2018-02-01
NILKAMAL,2018-02-01
NIPPOBATRY,2018-02-01
NITCO,2018-02-01
NITESHEST,2018-02-01
NITINFIRE,2018-02-01
NKIND,2018-02-01
NRAIL,2018-02-01
NTL,2018-02-01
OILCOUNTUB,2018-02-01
OISL,2018-02-01
OMAXAUTO,2018-02-01
ONELIFECAP,2018-02-01
ONMOBILE,2018-02-01
ONWARDTEC,2018-02-01
OPTIEMUS,2018-02-01
OPTOCIRCUI,2018-02-01
ORBITCORP,2018-02-01
ORBTEXP,2018-02-01
ORCHIDPHAR,2018-02-01
ORIENTABRA,2018-02-01
ORIENTALTL,2018-02-01
ORIENTBELL,2018-02-01
ORIENTHOT,2018-02-01
ORIENTLTD,2018-02-01
ORTEL,2018-02-01
PALREDTEC,2018-02-01
PANACEABIO,2018-02-01
PANORAMUNI,2018-02-01
PAPERPROD,2018-02-01
PARABDRUGS,2018-02-01
PARACABLES,2018-02-01
PARSVNATH,2018-02-01
PATELENG,2018-02-01
PATSPINLTD,2018-02-01
PBAINFRA,2018-02-01
PDUMJEIND,2018-02-01
PEARLPOLY,2018-02-01
PETRONENGG,2018-02-01
PFOCUS,2018-02-01
PGEL,2018-02-01
PHILIPCARB,2018-02-01
PINCON,2018-02-01
PIONDIST,2018-02-01
PIRPHYTO,2018-02-01
PITTILAM,2018-02-01
PKTEA,2018-02-01
PNBGILTS,2018-02-01
POCHIRAJU,2018-02-01
POLARIS,2018-02-01
POLYMED,2018-02-01
PONNIERODE,2018-02-01
POWERMECH,2018-02-01
PRABHAT,2018-02-01
PRADIP,2018-02-01
PRAENG,2018-02-01
PRAJIND,2018-02-01
PRAKASHCON,2018-02-01
PRAKASHSTL,2018-02-01
PRATIBHA,2018-02-01
PRECOT,2018-02-01
PRECWIRE,2018-02-01
PREMIER,2018-02-01
PREMIERPOL,2018-02-01
PRIMESECU,2018-02-01
PROVOGE,2018-02-01
PSL,2018-02-01
PUNJABCHEM,2018-02-01
PURVA,2018-02-01
PVP,2018-02-01
RAIN,2018-02-01
RAINBOWPAP,2018-02-01
RAJOIL,2018-02-01
RAJRAYON,2018-02-01
RAJSREESUG,2018-02-01
RAJTV,2018-02-01
RAMANEWS,2018-02-01
RAMCOSYS,2018-02-01
RAMKY,2018-02-01
RANASUG,2018-02-01
RANEENGINE,2018-02-01
RBL,2018-02-01
REFEX,2018-02-01
REIAGROLTD,2018-02-01
RELIGARE,2018-02-01
REMSONSIND,2018-02-01
RENUKA,2018-02-01
REPRO,2018-02-01
REVATHI,2018-02-01
RIIL,2018-02-01
RJL,2018-02-01
RKDL,2018-02-01
RML,2018-02-01
ROHLTD,2018-02-01
ROLLT,2018-02-01
ROSSELLIND,2018-02-01
RPGLIFE,2018-02-01
RPPINFRA,2018-02-01
RSSOFTWARE,2018-02-01
RTNINFRA,2018-02-01
RTNPOWER,2018-02-01
RUBYMILLS,2018-02-01
RUCHISOYA,2018-02-01
RUSHIL,2018-02-01
SABEVENTS,2018-02-01
SABTN,2018-02-01
SAGCEM,2018-02-01
SAKHTISUG,2018-02-01
SAKSOFT,2018-02-01
SAKTHIFIN,2018-02-01
SAKUMA,2018-02-01
SALONA,2018-02-01
SALORAINTL,2018-02-01
SALSTEEL,2018-02-01
SAMBHAAV,2018-02-01
SAMTEL,2018-02-01
SANDESH,2018-02-01
SANGHVIFOR,2018-02-01
SANGHVIMOV,2018-02-01
SANWARIA,2018-02-01
SASKEN,2018-02-01
SATHAISPAT,2018-02-01
SATIN,2018-02-01
SCAPDVR,2018-02-01
SDBL,2018-02-01
SELMCL,2018-02-01
SEPOWER,2018-02-01
SEQUENT,2018-02-01
SERVALL,2018-02-01
SESHAPAPER,2018-02-01
SHAHALLOYS,2018-02-01
SHARDACROP,2018-02-01
SHARONBIO,2018-02-01
SHEMAROO,2018-02-01
SHIVAMAUTO,2018-02-01
SHIVTEX,2018-02-01
SHOPERSTOP,2018-02-01
SHREDIGCEM,2018-02-01
SHREEPUSHK,2018-02-01
SHREERAMA,2018-02-01
SHRENUJ,2018-02-01
SHREYAS,2018-02-01
SHYAMCENT,2018-02-01
SHYAMTEL,2018-02-01
SICAGEN,2018-02-01
SIGNET,2018-02-01
SILINV,2018-02-01
SIMPLEX,2018-02-01
SITASHREE,2018-02-01
SKIL,2018-02-01
SKMEGGPROD,2018-02-01
SMARTLINK,2018-02-01
SMPL,2018-02-01
SMSLIFE,2018-02-01
SMSPHARMA,2018-02-01
SOMATEX,2018-02-01
SORILHOLD,2018-02-01
SORILINFRA,2018-02-01
SPECIALITY,2018-02-01
SPENTEX,2018-02-01
SPHEREGSL,2018-02-01
SPICEMOBI,2018-02-01
SPLIL,2018-02-01
SPMLINFRA,2018-02-01
SPYL,2018-02-01
SREEL,2018-02-01
SRHHYPOLTD,2018-02-01
SRSLTD,2018-02-01
STAMPEDE,2018-02-01
STARPAPER,2018-02-01
STCINDIA,2018-02-01
STEELXIND,2018-02-01
STEL,2018-02-01
STERLINBIO,2018-02-01
STERTOOLS,2018-02-01
STINDIA,2018-02-01
STRTECH,2018-02-01
SUBROS,2018-02-01
SUDAR,2018-02-01
SUDARSCHEM,2018-02-01
SUJANAUNI,2018-02-01
SUMEETINDS,2018-02-01
SUNDARAM,2018-02-01
SUNDRMBRAK,2018-02-01
SUNILHITEC,2018-02-01
SUPPETRO,2018-02-01
SUPREMEINF,2018-02-01
SUPREMETEX,2018-02-01
SURANAIND,2018-02-01
SURANASOL,2018-02-01
SUVEN,2018-02-01
SWANENERGY,2018-02-01
SYNCOM,2018-02-01
TAINWALCHM,2018-02-01
TAKE,2018-02-01
TALBROAUTO,2018-02-01
TANLA,2018-02-01
TANTIACONS,2018-02-01
TARAPUR,2018-02-01
TARMAT,2018-02-01
TASTYBITE,2018-02-01
TATAMETALI,2018-02-01
TATAYODOGA,2018-02-01
TCIDEVELOP,2018-02-01
TCIEXP,2018-02-01
TECHNOFAB,2018-02-01
TERASOFT,2018-02-01
TEXINFRA,2018-02-01
TEXMOPIPES,2018-02-01
TEXRAIL,2018-02-01
TFL,2018-02-01
THANGAMAYL,2018-02-01
THEMISMED,2018-02-01
THIRUSUGAR,2018-02-01
TI,2018-02-01
TIJARIA,2018-02-01
TIL,2018-02-01
TIMESGTY,2018-02-01
TIMETECHNO,2018-02-01
TINPLATE,2018-02-01
TIPSINDLTD,2018-02-01
TREEHOUSE,2018-02-01
TRF,2018-02-01
TRICOM,2018-02-01
TRIGYN,2018-02-01
TTL,2018-02-01
TTML,2018-02-01
TULSI,2018-02-01
TVSELECT,2018-02-01
TVVISION,2018-02-01
UBHOLDINGS,2018-02-01
UCALFUEL,2018-02-01
UCALFUEL,2018-02-01
UGARSUGAR,2018-02-01
UJAAS,2018-02-01
UMANGDAIRY,2018-02-01
UNITECH,2018-02-01
UNITEDTEA,2018-02-01
UNITY,2018-02-01
UNIVCABLES,2018-02-01
URJA,2018-02-01
USHAMART,2018-02-01
USHERAGRO,2018-02-01
UTTAMSTL,2018-02-01
UTTAMSUGAR,2018-02-01
UTTAMVALUE,2018-02-01
UVSL,2018-02-01
V2RETAIL,2018-02-01
VADILALIND,2018-02-01
VAIBHAVGBL,2018-02-01
VALECHAENG,2018-02-01
VALUEIND,2018-02-01
VAKRANGEE,2018-12-10
VARDMNPOLY,2018-02-01
VENKEYS,2018-02-01
VENUSREM,2018-02-01
VESUVIUS,2018-02-01
VHL,2018-02-01
VICEROY,2018-02-01
VIDHIING,2018-02-01
VIJIFIN,2018-02-01
VIJSHAN,2018-02-01
VIKASECO,2018-02-01
VIKASWSP,2018-02-01
VIMTALABS,2018-02-01
VIPCLOTHNG,2018-02-01
VIPIND,2018-02-01
VISASTEEL,2018-02-01
VISESHINFO,2018-02-01
VIVIDHA,2018-02-01
VIVIMEDLAB,2018-02-01
VLSFINANCE,2018-02-01
VMART,2018-02-01
VSSL,2018-02-01
WALCHANNAG,2018-02-01
WEBELSOLAR,2018-02-01
WEIZFOREX,2018-02-01
WEIZMANIND,2018-02-01
WELCORP,2018-02-01
WELINV,2018-02-01
WELSPUNIND,2018-02-01
WENDT,2018-02-01
WINDMACHIN,2018-02-01
WSI,2018-02-01
XCHANGING,2018-02-01
XPROINDIA,2018-02-01
YesBank,2020-03-06
ZANDUREALT,2018-02-01
CANBANK,2021-02-01
ZENITHEXPO,2018-02-01
ZENTEC,2018-02-01
ZICOM,2018-02-01
ZUARI,2018-02-01
ZUARIGLOB,2018-02-01
ZYLOG,2018-02-01
GOKUL,2021-06-02
PNBHSNG,2021-06-02
RPOWER,2021-06-02
RELINFRA,2021-06-02
JSWISPL,2021-06-02
MAZDOCK,2021-06-08
ADANI POWER,2021-06-14
ADANI TRANS,2021-06-14
ATGL,2021-06-14
ADANI GREEN,2021-06-14
ADANI ENT,2021-06-14
ADANI PORTS,2021-06-14
FRETAIL,2021-06-15
JISLJALEQS,2021-07-02
SUZLON,2021-07-02
HFCL,2021-07-05
EQUITAS,2021-07-12
UJJIVAN,2021-07-12
EDELWEISS,2021-07-12
IDEA,2021-08-06
ZOMATO,2021-08-13
VIPIND,2021-08-13
NELCO,2021-08-16
SHRENIK,2021-08-16
APEX,2021-08-16
HCL-INSYS,2021-08-16
JPPOWER,2021-08-20
ALPHAGEO,2021-09-06
MCXHOLDING,2021-09-06
SHREYAS,2021-09-06
LIBERTY,2021-09-06
SERVOTECH,2021-09-06
